iter	Passed	Remaining
1666	24352	7406
1667	24368	7392
1668	24382	7377
1669	24396	7362
1670	24410	7348
1671	24423	7332
1672	24437	7318
1673	24450	7303
1674	24464	7288
1675	24477	7273
1676	24490	7258
1677	24504	7243
1678	24518	7228
1679	24532	7213
1680	24550	7200
1681	24563	7185
1682	24576	7170
1683	24588	7154
1684	24602	7139
1685	24618	7125
1686	24633	7111
1687	24646	7096
1688	24658	7080
1689	24672	7065
1690	24687	7051
1691	24700	7036
1692	24714	7021
1693	24727	7006
1694	24740	6991
1695	24753	6976
1696	24766	6961
1697	24780	6946
1698	24796	6932
1699	24808	6917
1700	24821	6902
1701	24838	6888
1702	24862	6876
1703	24881	6862
1704	24901	6849
1705	24918	6835
1706	24936	6822
1707	24983	6816
1708	25002	6802
1709	25025	6790
1710	25045	6777
1711	25065	6764
1712	25082	6750
1713	25098	6735
1714	25115	6721
1715	25132	6707
1716	25148	6693
1717	25163	6678
1718	25180	6664
1719	25197	6650
1720	25213	6636
1721	25229	6622
1722	25243	6607
1723	25258	6593
1724	25273	6578
1725	25288	6563
1726	25303	6549
1727	25318	6534
1728	25333	6520
1729	25349	6505
1730	25367	6492
1731	25384	6478
1732	25399	6463
1733	25414	6448
1734	25428	6433
1735	25443	6419
1736	25458	6404
1737	25471	6389
1738	25483	6374
1739	25496	6359
1740	25511	6344
1741	25525	6330
1742	25541	6315
1743	25557	6301
1744	25572	6286
1745	25586	6272
1746	25600	6257
1747	25613	6242
1748	25627	6227
1749	25641	6212
1750	25654	6197
1751	25665	6182
1752	25678	6166
1753	25691	6151
1754	25704	6136
1755	25716	6121
1756	25728	6106
1757	25741	6091
1758	25753	6076
1759	25767	6061
1760	25780	6046
1761	25793	6031
1762	25806	6016
1763	25821	6001
1764	25836	5987
1765	25851	5972
1766	25865	5957
1767	25879	5942
1768	25894	5928
1769	25909	5913
1770	25924	5899
1771	25939	5884
1772	25954	5870
1773	25968	5855
1774	25987	5841
1775	26003	5827
1776	26017	5812
1777	26030	5797
1778	26043	5782
1779	26057	5767
1780	26071	5753
1781	26086	5738
1782	26101	5723
1783	26115	5709
1784	26130	5694
1785	26144	5679
1786	26157	5664
1787	26170	5649
1788	26183	5634
1789	26197	5620
1790	26211	5605
1791	26224	5590
1792	26239	5575
1793	26253	5560
1794	26268	5546
1795	26282	5531
1796	26295	5516
1797	26307	5501
1798	26320	5486
1799	26332	5471
1800	26347	5456
1801	26363	5442
1802	26377	5427
1803	26391	5412
1804	26406	5398
1805	26422	5383
1806	26436	5369
1807	26450	5354
1808	26480	5343
1809	26495	5328
1810	26507	5313
1811	26521	5298
1812	26535	5283
1813	26550	5269
1814	26563	5254
1815	26575	5239
1816	26588	5223
1817	26601	5209
1818	26615	5194
1819	26628	5179
1820	26642	5164
1821	26657	5150
1822	26669	5134
1823	26683	5120
1824	26697	5105
1825	26710	5090
1826	26722	5075
1827	26735	5060
1828	26748	5045
1829	26761	5030
1830	26777	5016
1831	26790	5001
1832	26803	4986
1833	26817	4971
1834	26849	4960
1835	26864	4945
1836	26878	4930
1837	26891	4915
1838	26904	4900
1839	26916	4885
1840	26929	4870
1841	26942	4856
1842	26955	4841
1843	26968	4826
1844	26981	4811
1845	26995	4796
1846	27008	4781
1847	27022	4766
1848	27036	4752
1849	27049	4737
1850	27062	4722
1851	27075	4707
1852	27089	4692
1853	27103	4678
1854	27117	4663
1855	27130	4648
1856	27143	4633
1857	27157	4618
1858	27170	4603
1859	27185	4589
1860	27198	4574
1861	27210	4559
1862	27223	4544
1863	27237	4529
1864	27250	4515
1865	27263	4500
1866	27276	4485
1867	27289	4470
1868	27302	4455
1869	27315	4440
1870	27326	4425
1871	27340	4410
1872	27353	4395
1873	27366	4381
1874	27379	4366
1875	27392	4351
1876	27405	4336
1877	27418	4321
1878	27432	4306
1879	27445	4292
1880	27458	4277
1881	27471	4262
1882	27485	4247
1883	27498	4232
1884	27512	4218
1885	27527	4203
1886	27539	4188
1887	27553	4173
1888	27567	4159
1889	27582	4144
1890	27594	4129
1891	27607	4114
1892	27620	4100
