iter	RMSE
160	1.338846138
161	1.336615715
162	1.334188351
163	1.331515907
164	1.329353777
165	1.327323552
166	1.324904087
167	1.323207433
168	1.320911494
169	1.318869993
170	1.317558864
171	1.316082256
172	1.314723066
173	1.313534664
174	1.311626669
175	1.309834557
176	1.30819747
177	1.306410124
178	1.304927747
179	1.302930129
180	1.301647008
181	1.299659167
182	1.298360887
183	1.296663125
184	1.295124595
185	1.293176954
186	1.291703301
187	1.290468492
188	1.288816418
189	1.287125531
190	1.285784635
191	1.284066004
192	1.281567618
193	1.280422944
194	1.278481675
195	1.276814862
196	1.274557078
197	1.273354261
198	1.271754404
199	1.270177206
200	1.26824866
201	1.267296438
202	1.26549215
203	1.264226507
204	1.262301346
205	1.260632263
206	1.259459629
207	1.258570127
208	1.257211473
209	1.255570464
210	1.253369666
211	1.251618623
212	1.250784381
213	1.249219203
214	1.247644513
215	1.24586543
216	1.244802926
217	1.243675056
218	1.241792199
219	1.239757044
220	1.238253253
221	1.236507642
222	1.235474865
223	1.234106411
224	1.233166008
225	1.231658224
226	1.230114159
227	1.229349939
228	1.22815165
229	1.22694201
230	1.225585938
231	1.223910476
232	1.222485207
233	1.221313283
234	1.220561279
235	1.219430169
236	1.218411858
237	1.216798154
238	1.215394707
239	1.213721883
240	1.212499704
241	1.211318503
242	1.210419997
243	1.209691162
244	1.208478437
245	1.207243885
246	1.205864022
247	1.204115671
248	1.202534824
249	1.201024402
250	1.199407358
251	1.198179082
252	1.196394165
253	1.195222014
254	1.194123351
255	1.193023164
256	1.191980893
257	1.191146056
258	1.190142523
259	1.189311868
260	1.187943228
261	1.187217718
262	1.186389239
263	1.185890473
264	1.184605093
265	1.183348573
266	1.182277699
267	1.181271448
268	1.179938276
269	1.178709688
270	1.177670098
271	1.17618658
272	1.175111287
273	1.174099233
274	1.173241395
275	1.172559973
276	1.171223411
277	1.169903448
278	1.168750148
279	1.167116009
280	1.166279526
281	1.165019815
282	1.163947411
283	1.162429584
284	1.161072318
285	1.159859432
286	1.158572284
287	1.157478593
288	1.156223585
289	1.154890455
290	1.153942748
291	1.152779323
292	1.151871458
293	1.150654099
294	1.149517238
295	1.148349499
296	1.14739126
297	1.146622323
298	1.145744039
299	1.145139583
300	1.144129564
301	1.143235475
302	1.142416749
303	1.141508357
304	1.140746919
305	1.139806796
306	1.138829618
307	1.137718728
308	1.136819091
309	1.136249933
310	1.135349446
311	1.134801461
312	1.134090913
313	1.133219557
314	1.132479928
315	1.131635139
316	1.130824046
317	1.130214715
318	1.129300728
319	1.128259971
320	1.127839951
321	1.127142923
322	1.126500655
323	1.125840434
324	1.12500221
325	1.124261598
326	1.12311042
327	1.122379344
328	1.121402687
329	1.120778722
330	1.119732281
331	1.119191387
332	1.118422164
333	1.117791541
334	1.117202188
335	1.116480748
336	1.115627793
337	1.114577409
338	1.114012332
339	1.113314759
340	1.11261026
341	1.11205781
342	1.111537356
343	1.110539436
344	1.109950844
345	1.109123383
346	1.108572972
347	1.107707874
348	1.107072977
349	1.106394896
350	1.105575753
351	1.104752835
352	1.103933135
353	1.103148219
354	1.10262595
355	1.102157426
356	1.101075579
357	1.100751748
358	1.100202966
359	1.099415805
360	1.09845494
361	1.097824132
362	1.096977373
363	1.09630523
364	1.095828951
365	1.095067495
366	1.094358008
367	1.093614549
368	1.09321786
369	1.092770174
370	1.091994166
371	1.091531089
372	1.090615048
373	1.089798209
374	1.089037435
375	1.088192024
376	1.087552207
377	1.08665806
378	1.085901656
379	1.085305854
380	1.08470583
381	1.084294622
382	1.083695905
383	1.083258366
384	1.082324983
385	1.081851735
386	1.081173295
387	1.080666396
388	1.079840012
389	1.078968013
390	1.07822377
391	1.077446651
392	1.07680055
393	1.076170403
394	1.075610628
395	1.074816186
396	1.07407257
397	1.073544116
398	1.073009287
399	1.072160454
400	1.071517617
401	1.070842471
402	1.070111367
403	1.069441535
404	1.068782874
405	1.068361301
406	1.06762639
407	1.067087543
408	1.066643308
409	1.066196895
410	1.065776928
411	1.06546493
412	1.064993359
413	1.064536851
414	1.064153924
415	1.063554703
416	1.062815397
417	1.062264259
418	1.06173133
419	1.061145543
420	1.060807097
421	1.060164997
422	1.05968112
423	1.059038212
424	1.058479864
425	1.057856786
426	1.057193542
427	1.056607373
428	1.056050455
429	1.055626613
430	1.055279396
431	1.054656833
432	1.054175709
433	1.053722654
434	1.053425417
435	1.052973133
436	1.052385174
437	1.051864833
438	1.051434951
439	1.050840692
440	1.050419053
441	1.049785061
442	1.049211072
443	1.048764896
444	1.048162065
445	1.047591614
446	1.046969434
447	1.046394781
448	1.045711505
449	1.045096855
450	1.044695261
451	1.044131746
452	1.043713961
453	1.04316563
454	1.042824979
455	1.042308647
456	1.041641428
457	1.041161648
458	1.040794279
459	1.039997694
460	1.039358392
461	1.03884807
462	1.038405919
463	1.037989536
464	1.037617875
465	1.037110794
466	1.036570706
467	1.03589184
468	1.035424039
469	1.03485396
470	1.034269629
471	1.033733969
472	1.033247068
473	1.032880783
474	1.032279076
475	1.031843774
476	1.031319645
477	1.030694294
478	1.030031095
479	1.029532384
480	1.029007684
481	1.02862343
482	1.028002529
483	1.027467258
484	1.026927747
485	1.026517093
486	1.02622174
487	1.025602851
488	1.0252668
489	1.024854936
490	1.024392182
491	1.024005596
492	1.02351037
493	1.023000003
494	1.022635092
495	1.022249831
496	1.021918533
497	1.021469658
498	1.021123815
499	1.020697678
500	1.020203785
501	1.019588631
502	1.019236802
503	1.018593338
504	1.018168415
505	1.017680295
506	1.017239159
507	1.016866655
508	1.016417532
509	1.016009538
510	1.015608556
511	1.015243429
512	1.015005859
513	1.014366759
514	1.014054181
515	1.013497493
516	1.013029287
517	1.012492072
518	1.012131891
519	1.011702556
520	1.011246091
521	1.010820023
522	1.010441214
523	1.009929581
524	1.009606622
525	1.009152212
526	1.008628275
527	1.008254655
528	1.007898748
529	1.007390821
530	1.006941389
531	1.006460733
532	1.006083509
533	1.005725794
534	1.005384339
535	1.005006492
536	1.004557533
537	1.004270566
538	1.003925312
539	1.003616064
540	1.003324921
541	1.002854481
542	1.002444499
543	1.001995918
544	1.001588678
545	1.001313914
546	1.001083419
547	1.000671145
548	1.000404987
549	0.9999974753
550	0.9996943848
551	0.9993080845
552	0.998770723
553	0.9985275478
554	0.9980692145
555	0.9976789482
556	0.9973188336
557	0.9968909719
558	0.9963681912
559	0.9959338853
560	0.9956659818
561	0.9952865374
562	0.9949416428
563	0.9946034064
564	0.994285018
565	0.9939287044
566	0.9935915602
567	0.9932609074
568	0.9929329901
569	0.9925282413
570	0.9922061763
571	0.9918521551
572	0.9914013119
573	0.9909324587
574	0.9905590264
575	0.9901053587
576	0.9897662064
577	0.9894298606
578	0.9890694003
579	0.9886047528
580	0.9882624313
581	0.9878737625
582	0.9874929517
583	0.9872233816
584	0.9870542728
585	0.9867902674
586	0.9863440794
587	0.9858724627
588	0.9855188199
589	0.9851134326
590	0.9848155466
591	0.9844332811
592	0.9841462849
593	0.9838302123
594	0.9836050701
595	0.9832820771
596	0.9830617945
597	0.9826103825
598	0.9822239469
599	0.9819206245
600	0.9815251348
601	0.9811772882
602	0.9808680522
603	0.9803774715
604	0.980054731
605	0.9796250917
606	0.9793038099
607	0.9790195323
608	0.9787403924
609	0.9783371691
610	0.9780337879
611	0.9776656203
612	0.9774488521
613	0.9769940161
614	0.9767199306
615	0.9763117582
616	0.9758999219
617	0.9755301997
618	0.9752775636
619	0.9750134073
620	0.9746453443
621	0.9743108637
622	0.9740561819
623	0.9737487012
624	0.9734299995
625	0.9730544276
626	0.9727732551
627	0.9725231578
628	0.9721130346
629	0.9716963273
630	0.9714440569
631	0.9710269054
632	0.9707528924
633	0.970413889
634	0.9701743944
635	0.9698129656
636	0.9695915982
637	0.9693714689
638	0.9689800721
639	0.9687850667
640	0.96861087
641	0.9683255093
642	0.9678631199
643	0.967598524
644	0.9673635455
645	0.9670637418
646	0.9667237537
647	0.9664147323
648	0.9661119508
649	0.9658048435
650	0.9654195572
651	0.9651301019
652	0.9648298116
653	0.964518163
654	0.9642617018
655	0.9640499918
656	0.9637935283
657	0.9634986208
658	0.9632508265
659	0.962889664
660	0.9626225773
661	0.9623070835
662	0.9620047139
663	0.961698642
664	0.9613992488
665	0.9610559159
666	0.9607907461
667	0.9604761423
668	0.9602064939
669	0.9599750581
670	0.9597761406
671	0.9594789958
672	0.9593310364
673	0.9590920519
674	0.9587230177
675	0.9583636655
676	0.9580399671
677	0.9578192812
678	0.9576365127
679	0.9572303891
680	0.9569995386
681	0.9566060367
682	0.9564165119
683	0.9560829983
684	0.9557162241
685	0.9555598254
686	0.9551375198
687	0.9549222484
688	0.9545773031
689	0.9543327514
690	0.9540219716
691	0.9536884451
692	0.9533657072
693	0.9531454566
694	0.952851806
695	0.9526357171
696	0.9524529887
697	0.9522198558
698	0.9518781369
699	0.9516193202
700	0.9512601451
701	0.9508878272
702	0.9505590428
703	0.9503532411
704	0.9501297518
705	0.9499845526
706	0.9498355873
707	0.9494923366
708	0.9492339915
709	0.9488265349
710	0.9486090654
711	0.9483334263
712	0.9481207843
713	0.94782473
714	0.9475779099
715	0.947273185
716	0.9470274331
717	0.9467237064
718	0.946403243
719	0.9461387368
720	0.9458397517
721	0.9456153545
722	0.9454512652
723	0.9453033279
724	0.9449981637
725	0.9447090514
726	0.9444185315
727	0.9442379651
728	0.9439924527
729	0.94377339
730	0.9434652962
731	0.943277274
732	0.9431080683
733	0.9428956391
734	0.9425339743
735	0.9422567191
736	0.9420556798
737	0.9418870572
738	0.9417072701
739	0.9415942477
740	0.9412810553
741	0.941080331
742	0.9408715553
743	0.9406726649
744	0.9403368136
745	0.9401432666
746	0.9399604684
747	0.9396565789
748	0.9394775442
749	0.9392495068
750	0.9389249808
751	0.9387088169
752	0.9384812168
753	0.9382504302
754	0.937985133
755	0.9376891625
756	0.9374581859
757	0.9370665814
758	0.9368529054
759	0.9366897389
760	0.936485827
761	0.9362797456
762	0.9361584227
763	0.9359564705
764	0.9357478232
765	0.9354721391
766	0.9352796824
767	0.9351266676
768	0.9348440415
769	0.9346514933
770	0.9344872486
771	0.9341876483
772	0.9339262306
773	0.9336567024
774	0.9334850644
775	0.9333086366
776	0.9330390476
777	0.9328274943
778	0.9326763498
779	0.9324326981
780	0.9322823866
781	0.9319378053
782	0.9316522027
783	0.9314735816
784	0.9313318402
785	0.9312042763
786	0.9309572219
787	0.9306958327
788	0.9304877751
789	0.9303424721
790	0.9300597558
791	0.9298197579
792	0.9296426157
793	0.9294121494
794	0.929208835
795	0.9290653244
796	0.9288835946
797	0.9286001461
798	0.9284240911
799	0.9281905107
800	0.9278624784
801	0.927637647
802	0.9273931128
803	0.9271648207
804	0.9269783167
805	0.9267701844
806	0.9265746319
807	0.9264126242
808	0.9262173622
809	0.9259455174
810	0.9257949528
811	0.9257256246
812	0.9255398396
813	0.9253608104
814	0.9251675789
815	0.9250786691
816	0.9248535206
817	0.9247306296
818	0.924593842
819	0.9243895361
820	0.9241762357
821	0.9239399281
822	0.9236246201
823	0.9233895276
824	0.923222657
825	0.9230019337
826	0.9228154464
827	0.9226042562
828	0.9223534044
829	0.9220668874
830	0.921884069
831	0.9216877959
832	0.9215171114
833	0.9213228933
834	0.9210428762
835	0.9207627254
836	0.9206119236
837	0.9202709796
838	0.9200872569
839	0.9199510396
840	0.9197448065
841	0.9195210836
842	0.9193617971
843	0.9190367398
844	0.9187445546
845	0.9185333651
846	0.9184703633
847	0.9182152513
848	0.9180098893
849	0.9177880399
850	0.9176649648
851	0.9175400989
852	0.9173714172
853	0.9171257445
854	0.9170152789
855	0.9167810985
856	0.9164343449
857	0.9161367224
858	0.915944495
859	0.9157763956
860	0.9156188434
861	0.9155038384
862	0.9153239186
863	0.9151588918
864	0.9149023339
865	0.9147121389
866	0.9145239846
867	0.9142788582
868	0.9140067108
869	0.9138104758
870	0.9136381169
871	0.9133855607
872	0.9131836911
873	0.9129533249
874	0.9128519341
875	0.9127288579
876	0.9125562051
877	0.9124153514
878	0.9123205736
879	0.9121554781
880	0.9120159199
881	0.9117798845
882	0.9115204533
883	0.9113888557
884	0.9110663637
885	0.9108026672
886	0.910590914
887	0.9104790945
888	0.9102081443
889	0.9100408205
890	0.9097837484
891	0.9095545695
892	0.9093056213
893	0.9090475273
894	0.9087649559
895	0.908548578
896	0.9083429539
897	0.9081105672
898	0.9078996772
899	0.9077119363
900	0.9075071763
901	0.9073800703
902	0.9072426756
903	0.9070154736
904	0.9068499739
905	0.9066679572
906	0.9065097165
907	0.9062979943
908	0.9060666433
909	0.9059054174
910	0.9057357319
911	0.9055202547
912	0.9053986482
913	0.9052389247
914	0.9051583695
915	0.9049597015
916	0.904786794
917	0.9044876199
918	0.9043601108
919	0.9042455782
920	0.9040958008
921	0.9038653406
922	0.9037705869
923	0.9036656749
924	0.9035149696
925	0.9033741039
926	0.9032682292
927	0.903056151
928	0.9028419248
929	0.9026502042
930	0.9024021519
931	0.9022629769
932	0.9020059499
933	0.9017770688
934	0.9016508136
935	0.9014218907
936	0.9013024371
937	0.9011199356
938	0.9009607247
939	0.9008133995
940	0.9006533057
941	0.9004085593
942	0.9001879159
943	0.9000088802
944	0.8998697079
945	0.8996908036
946	0.8995974074
947	0.8994714428
948	0.8992060962
949	0.8989779314
950	0.8987342002
951	0.8985068289
952	0.8983707752
953	0.8982429975
954	0.8980401355
955	0.8977731503
956	0.8975767873
957	0.8974326211
958	0.897215934
959	0.8971001887
960	0.8968838673
961	0.896664291
962	0.8965304874
963	0.8963982951
964	0.8962644238
965	0.8961679069
966	0.8960649072
967	0.8958771406
968	0.895632664
969	0.8954823743
970	0.8952228664
971	0.8950451725
972	0.8948489315
973	0.8947548411
974	0.8946301684
975	0.8944789886
976	0.8943319366
977	0.894166569
978	0.8940776542
979	0.8939898227
980	0.8938098007
981	0.8936831159
982	0.8935725067
983	0.8934127219
984	0.8932760279
985	0.8930578067
986	0.8928733638
987	0.8927603912
988	0.8925840751
989	0.8924375489
990	0.8922901187
991	0.8921008872
992	0.8918836209
993	0.8917348035
994	0.8915595284
995	0.8913264195
996	0.8912094467
997	0.8909982904
998	0.8908000311
999	0.8905757039
1000	0.8904227163
1001	0.8902490072
1002	0.8901091103
1003	0.8900054846
1004	0.88979984
1005	0.8896293944
1006	0.8894144619
1007	0.8892627713
1008	0.8891015042
1009	0.8889874302
1010	0.8889004357
1011	0.8887504872
1012	0.8885989586
1013	0.8884317055
1014	0.8883019878
1015	0.888212181
1016	0.8880886616
1017	0.8879869364
1018	0.8878742677
1019	0.8876703726
1020	0.8875207001
1021	0.887358345
1022	0.8871758127
1023	0.8870668442
1024	0.8868592841
1025	0.8867461678
1026	0.886634067
1027	0.8865094989
1028	0.8863305968
1029	0.8861721633
1030	0.8861030089
1031	0.8859130565
1032	0.8857336838
1033	0.8855459904
1034	0.8853550323
1035	0.8851302946
1036	0.8850112259
1037	0.8848922979
1038	0.8847453022
1039	0.8845903243
1040	0.8844661623
1041	0.8843479524
1042	0.8842716539
1043	0.8841164204
1044	0.8839774787
1045	0.8838241102
1046	0.8837251067
1047	0.8835917268
1048	0.8833960931
1049	0.8833166722
1050	0.8832504558
1051	0.8831112498
1052	0.8829591628
1053	0.8828732096
1054	0.8826989688
1055	0.8825884034
1056	0.8824661149
1057	0.8823218523
1058	0.882141154
1059	0.8819934246
1060	0.881807595
1061	0.8817158875
1062	0.8815416494
1063	0.881445883
1064	0.8813405957
1065	0.8811448948
1066	0.8809880277
1067	0.8808316066
1068	0.880729913
1069	0.8805520895
1070	0.8804314271
1071	0.8803037753
1072	0.8801567457
1073	0.8799920939
1074	0.8798006083
1075	0.8796660828
1076	0.8795615685
1077	0.879408757
1078	0.8793136532
1079	0.8791782702
1080	0.8789966247
1081	0.8788435967
1082	0.8787312805
1083	0.8786476391
1084	0.8784504113
1085	0.8783110844
1086	0.8781187649
1087	0.8779738628
1088	0.8777634495
1089	0.8776144595
1090	0.87749027
1091	0.8772494588
1092	0.8771125462
1093	0.8769372578
1094	0.8767570076
1095	0.8766379797
1096	0.8764968974
1097	0.8762958302
1098	0.8761809053
1099	0.8761046116
1100	0.8759485199
1101	0.8758792014
1102	0.875695246
1103	0.8756016867
1104	0.8755076558
1105	0.8754230688
1106	0.8752704402
1107	0.8750972881
1108	0.8749660848
1109	0.8748235566
1110	0.8747347705
1111	0.8745861288
1112	0.8744403606
1113	0.8743197347
1114	0.8742446153
1115	0.8740475275
1116	0.873949625
1117	0.8738103661
1118	0.8737063443
1119	0.873538318
1120	0.8734056822
1121	0.8732788874
1122	0.8731464849
1123	0.8730806119
1124	0.8729633768
1125	0.8728328796
1126	0.8727229364
1127	0.8726065078
1128	0.8725164927
1129	0.8723367068
1130	0.8721655237
1131	0.8720855074
1132	0.8720220753
1133	0.8719085116
1134	0.8717855167
1135	0.8717089038
1136	0.8715909487
1137	0.8715292058
1138	0.8714465434
1139	0.8713667678
1140	0.8711838049
1141	0.8711369366
1142	0.8710481469
1143	0.8709400698
1144	0.8708245005
1145	0.8707351453
1146	0.8706092563
1147	0.870437837
1148	0.8703780742
1149	0.8702328766
1150	0.8701599507
1151	0.8700895898
1152	0.8700101747
1153	0.8699435589
1154	0.8697740644
1155	0.8696401228
1156	0.8695355714
1157	0.8694321839
1158	0.8693170961
1159	0.8691466987
1160	0.8690026562
1161	0.8688564808
1162	0.8686911298
1163	0.8685355263
1164	0.8684074172
1165	0.8683458413
1166	0.8682745453
1167	0.8681846066
1168	0.8680851295
1169	0.8679760253
1170	0.8679045816
1171	0.8677508304
1172	0.8676711458
1173	0.867562405
1174	0.8674801258
1175	0.867349925
1176	0.8672550597
1177	0.8671937558
1178	0.8671118634
1179	0.8670621555
1180	0.8669611098
1181	0.8669215687
1182	0.8668342259
1183	0.8667029123
1184	0.8665542885
1185	0.8664331892
1186	0.8662893187
1187	0.8662057684
1188	0.8661550565
1189	0.8660103278
1190	0.8659303923
1191	0.8657778157
1192	0.8656581677
1193	0.8655642871
1194	0.8654643559
1195	0.8654112261
1196	0.8653295514
1197	0.8651713878
1198	0.8650139402
1199	0.8648604926
1200	0.8648027069
1201	0.8646918687
1202	0.8645981121
1203	0.8645049626
1204	0.8643423233
1205	0.8642261362
1206	0.8640798309
1207	0.8639165033
1208	0.8638302394
1209	0.8637100864
1210	0.8636242313
1211	0.8635152184
1212	0.8634073907
1213	0.8632787608
1214	0.8632047319
1215	0.8631238867
1216	0.8629895244
1217	0.8629160388
1218	0.8628070238
1219	0.8627313823
1220	0.8626554922
1221	0.8625608923
1222	0.8625171519
1223	0.8623728213
1224	0.8623274818
1225	0.862226611
1226	0.8621550986
1227	0.8620360074
1228	0.8619616606
1229	0.8618146795
1230	0.8616716321
1231	0.8615975468
1232	0.8614696922
1233	0.8613725643
1234	0.8612363621
1235	0.861062008
1236	0.8609249961
1237	0.8608458376
1238	0.8607184062
1239	0.8606540673
1240	0.8605342391
1241	0.8604570937
1242	0.8604044577
1243	0.8602877113
1244	0.8601757735
1245	0.8601030686
1246	0.8599707765
1247	0.8598175176
1248	0.859715805
1249	0.8595654236
1250	0.8594542979
1251	0.8593391545
1252	0.8592243546
1253	0.8590817717
1254	0.8589417653
1255	0.8588003178
1256	0.8586501931
1257	0.8585729673
1258	0.8584500947
1259	0.8582857374
1260	0.8581426586
1261	0.8579784764
1262	0.8577999216
1263	0.8576676912
1264	0.8574941232
1265	0.8573821446
1266	0.8572812726
1267	0.8571663267
1268	0.8570790214
1269	0.8570331622
1270	0.8569894429
1271	0.8569232091
1272	0.8568322059
1273	0.8567330989
1274	0.8566466938
1275	0.8565848687
1276	0.8564867002
1277	0.8564065301
1278	0.8563638266
1279	0.8562935668
1280	0.8561610271
1281	0.8560816757
1282	0.856039675
1283	0.8558880696
1284	0.855778329
1285	0.8557198314
1286	0.8555853267
1287	0.8555261894
1288	0.855456795
1289	0.8553536613
1290	0.85527995
1291	0.8552104568
1292	0.8550618291
1293	0.8549432502
1294	0.8548615274
1295	0.8547727481
1296	0.8546728057
1297	0.8546053546
1298	0.8544849455
1299	0.8543537241
1300	0.8541863759
1301	0.8540814592
1302	0.8540393431
1303	0.8539294145
1304	0.8538127129
1305	0.8537220079
1306	0.8535511892
1307	0.8534189943
1308	0.8533012983
1309	0.8532134754
1310	0.8531301231
1311	0.8530015528
1312	0.8529243442
1313	0.8527717475
1314	0.8526408162
1315	0.852596399
1316	0.8524699498
1317	0.8523492552
1318	0.852254765
1319	0.8521331264
1320	0.8520012453
1321	0.8518723571
1322	0.8517761747
1323	0.8516840456
1324	0.851546512
1325	0.8514710058
1326	0.8513632511
1327	0.8512503283
1328	0.8511921998
1329	0.8510958794
1330	0.8509306963
1331	0.8508639122
1332	0.8508173635
1333	0.8507251174
1334	0.8506388248
1335	0.8505349665
1336	0.850427991
1337	0.8502850053
1338	0.8501631628
1339	0.8500196324
1340	0.8498883409
1341	0.8497861447
1342	0.8497052276
1343	0.8496390307
1344	0.849535564
1345	0.8494346034
1346	0.8493395475
1347	0.8492302456
1348	0.8491154437
1349	0.8490476885
1350	0.8489792685
1351	0.8489273186
1352	0.8487663287
1353	0.8486725519
1354	0.848575311
1355	0.8485015789
1356	0.8483941356
1357	0.8482946132
1358	0.8482397505
1359	0.8481106772
1360	0.848001041
1361	0.8478995125
1362	0.8478146391
1363	0.8477112002
1364	0.8476325453
1365	0.8475353906
1366	0.8474833142
1367	0.8474092334
1368	0.8473623312
1369	0.8472419648
1370	0.847203645
1371	0.8471206908
1372	0.8470392496
1373	0.846913456
1374	0.8468009076
1375	0.8467170973
1376	0.846655031
1377	0.8465259374
1378	0.8464204635
1379	0.8463107741
1380	0.8461811646
1381	0.8460695653
1382	0.8459613532
1383	0.8458525055
1384	0.8457867711
1385	0.8456435923
1386	0.8455399933
1387	0.8453946428
1388	0.8452487857
1389	0.84518383
1390	0.8450302165
1391	0.8449659122
1392	0.8448467378
1393	0.8447268475
1394	0.8446732449
1395	0.8446431561
1396	0.8445726128
1397	0.8445401742
1398	0.8444846677
1399	0.8444216403
1400	0.8443486424
1401	0.8442670623
1402	0.8441975164
1403	0.8440821305
1404	0.8439857738
1405	0.8439053548
1406	0.8437817584
1407	0.8436494206
1408	0.8435807922
1409	0.8434351973
1410	0.8432898648
1411	0.8432217455
1412	0.8431885959
1413	0.8431543813
1414	0.8430813162
1415	0.8429722278
1416	0.8429205321
1417	0.8428498056
1418	0.8427644913
1419	0.8426941695
1420	0.8425902617
1421	0.8424895714
1422	0.8423811527
1423	0.8423134278
1424	0.8422522324
1425	0.8421690683
1426	0.842090605
1427	0.8420009457
1428	0.8418653919
1429	0.8417701008
1430	0.8416804513
1431	0.8416307254
1432	0.8415661687
1433	0.841495928
1434	0.841443375
1435	0.841402761
1436	0.8413054771
1437	0.8411937116
1438	0.8410178439
1439	0.8409471995
1440	0.8408933831
1441	0.8408295356
1442	0.8407511164
1443	0.8406272294
1444	0.8405323535
1445	0.8403947678
1446	0.8403396273
1447	0.8402245144
1448	0.8400481985
1449	0.8399113589
1450	0.8398025374
1451	0.8397782591
1452	0.8396830694
1453	0.8396212666
1454	0.8395202999
1455	0.8394322536
1456	0.8393394091
1457	0.8392984982
1458	0.8392255555
1459	0.8391073823
1460	0.8390340014
1461	0.8389548301
1462	0.8388554915
1463	0.838795067
1464	0.8387072285
1465	0.8386287926
1466	0.8385245704
1467	0.8383750808
1468	0.8382085665
1469	0.8381183783
1470	0.8380358338
1471	0.8379286934
1472	0.8378251089
1473	0.8377540313
1474	0.837721446
1475	0.8376293789
1476	0.8375071835
1477	0.8374175197
1478	0.837324423
1479	0.8372498574
1480	0.8371346754
1481	0.8370407523
1482	0.8369412796
1483	0.8368891937
1484	0.8368199927
1485	0.8366926295
1486	0.8366301018
1487	0.8365777742
1488	0.8365156143
1489	0.8364167807
1490	0.8363717778
1491	0.8362679129
1492	0.8361814425
1493	0.8361422433
1494	0.8360891485
1495	0.8359939374
1496	0.8358428118
1497	0.8357651817
1498	0.8356568766
1499	0.8355624148
1500	0.8354619163
1501	0.8353679212
1502	0.8353243839
1503	0.8352748277
1504	0.835191132
1505	0.8350407893
1506	0.8349741661
1507	0.8349137064
1508	0.8348597049
1509	0.8348177184
1510	0.8347336506
1511	0.8346802626
1512	0.8345842684
1513	0.8344991985
1514	0.834406077
1515	0.8343538309
1516	0.834243915
1517	0.8341638737
1518	0.8340765497
1519	0.8340276936
1520	0.8339491779
1521	0.8338319745
1522	0.8337779453
1523	0.8336722898
1524	0.8335267162
1525	0.8334097887
1526	0.8332761612
1527	0.8331424656
1528	0.8330294311
1529	0.832930482
1530	0.8328566721
1531	0.8327493181
1532	0.8326716552
1533	0.8326142386
1534	0.8325714254
1535	0.8324981562
1536	0.8324244139
1537	0.8323206384
1538	0.832225973
1539	0.8321968395
1540	0.8321566278
1541	0.8320617837
1542	0.8319464102
1543	0.8318517326
1544	0.8317625156
1545	0.8316538225
1546	0.8315351384
1547	0.8314764626
1548	0.831355595
1549	0.8311953153
1550	0.8310946717
1551	0.8310153561
1552	0.8309321707
1553	0.8308169679
1554	0.8307193113
1555	0.8306665177
1556	0.8306099631
1557	0.8305143432
1558	0.8304067203
1559	0.8303205605
1560	0.8302419939
