iter	RMSE
1561	0.8301613669
1562	0.83010042
1563	0.8300088785
1564	0.829908478
1565	0.8298665755
1566	0.8297820651
1567	0.8297051052
1568	0.8295975902
1569	0.8295035823
1570	0.8294201704
1571	0.8293855821
1572	0.829317726
1573	0.8292421044
1574	0.8291028722
1575	0.8290586149
1576	0.8289372741
1577	0.8288855226
1578	0.8288115108
1579	0.8286968356
1580	0.8286129326
1581	0.8285440377
1582	0.8284289416
1583	0.8283832293
1584	0.8283224568
1585	0.8282382378
1586	0.8281986421
1587	0.8281302229
1588	0.8280608461
1589	0.8279965505
1590	0.8279349089
1591	0.827865184
1592	0.8277585308
1593	0.8277041695
1594	0.8276263635
1595	0.8275872037
1596	0.8275026027
1597	0.8273798636
1598	0.8273131481
1599	0.8272666074
1600	0.8271901324
1601	0.8271026501
1602	0.8270234772
1603	0.8269589588
1604	0.8268571243
1605	0.8267819386
1606	0.8267057788
1607	0.8266248928
1608	0.8264919581
1609	0.8264582013
1610	0.8264243916
1611	0.8263336549
1612	0.8262564149
1613	0.8261382578
1614	0.8260720917
1615	0.8260307254
1616	0.8259484329
1617	0.8258796843
1618	0.8258008256
1619	0.8257544043
1620	0.8256778814
1621	0.8255998779
1622	0.8255437811
1623	0.8254769617
1624	0.8253677197
1625	0.8253046938
1626	0.8252252054
1627	0.8251139816
1628	0.8250516166
1629	0.824982616
1630	0.824861011
1631	0.8248114042
1632	0.8247652702
1633	0.8247221259
1634	0.8246095091
1635	0.8245583571
1636	0.8244819629
1637	0.8244277393
1638	0.824406669
1639	0.8243450571
1640	0.8243105858
1641	0.824225823
1642	0.8241936495
1643	0.8241757187
1644	0.8241402462
1645	0.8240467156
1646	0.8239683016
1647	0.8239559587
1648	0.8238493398
1649	0.8237747993
1650	0.8236952575
1651	0.8236299565
1652	0.8235629052
1653	0.8234845808
1654	0.8234265693
1655	0.8234069866
1656	0.8233720041
1657	0.823297553
1658	0.823219084
1659	0.823108259
1660	0.8230471376
1661	0.8230185338
1662	0.8229617418
1663	0.8228911157
1664	0.8227853503
1665	0.8227413664
1666	0.8226806178
1667	0.8226002953
1668	0.8225413952
1669	0.8224777668
1670	0.8223928125
1671	0.8223228485
1672	0.8222557844
1673	0.8221617237
1674	0.8220891808
1675	0.8220067124
1676	0.8219679574
1677	0.8218774576
1678	0.8217900262
1679	0.8217323327
1680	0.8216968255
1681	0.8216209536
1682	0.821535375
1683	0.8215192182
1684	0.8214416088
1685	0.8213667
1686	0.8212543876
1687	0.8211639738
1688	0.8211218411
1689	0.8210938195
1690	0.8209819191
1691	0.8208940014
1692	0.8208256542
1693	0.8207499497
1694	0.8206772544
1695	0.8206450165
1696	0.8205819491
1697	0.8205061999
1698	0.8204319587
1699	0.8203531533
1700	0.8202759249
1701	0.8202246167
1702	0.8201328155
1703	0.820052646
1704	0.8199953702
1705	0.819921164
1706	0.8198507525
1707	0.8197740206
1708	0.819715484
1709	0.8196349526
1710	0.8195483774
1711	0.8194830495
1712	0.8193855619
1713	0.8192875593
1714	0.8192089105
1715	0.8191444492
1716	0.8190790737
1717	0.8190482261
1718	0.8189858333
1719	0.8189172907
1720	0.8188473806
1721	0.8187983519
1722	0.8187543123
1723	0.8186606675
1724	0.8185617376
1725	0.8185152996
1726	0.8184320898
1727	0.8183601889
1728	0.8182414
1729	0.8181716064
1730	0.8180768366
1731	0.8179857327
1732	0.8179177214
1733	0.8178461575
1734	0.8177935378
1735	0.8177192053
1736	0.8176702032
1737	0.8176052344
1738	0.8175352809
1739	0.8174523518
1740	0.8173696751
1741	0.817320341
1742	0.8172709268
1743	0.8172032399
1744	0.8171209973
1745	0.817036966
1746	0.8170031388
1747	0.8169232675
1748	0.8168429316
1749	0.8167719609
1750	0.81669819
1751	0.8166717125
1752	0.8166373556
1753	0.8165814413
1754	0.8165318707
1755	0.8164584274
1756	0.8163808567
1757	0.8163201708
1758	0.8162273952
1759	0.8161886799
1760	0.8160852154
1761	0.8160224628
1762	0.8159571434
1763	0.8158835649
1764	0.8158270795
1765	0.8157585856
1766	0.815702697
1767	0.8156217952
1768	0.8155506053
1769	0.815494125
1770	0.8154278574
1771	0.8152925563
1772	0.8151766154
1773	0.815093714
1774	0.8150119153
1775	0.8149488487
1776	0.8148863578
1777	0.8148640253
1778	0.8147808226
1779	0.8146574452
1780	0.8145852152
1781	0.8145156525
1782	0.8144605387
1783	0.8143919078
1784	0.8143220078
1785	0.8142265235
1786	0.8142011465
1787	0.8141816794
1788	0.8141369078
1789	0.8140646402
1790	0.8140046271
1791	0.8139589797
1792	0.8139164877
1793	0.8138608713
1794	0.8137928909
1795	0.813751395
1796	0.8136818334
1797	0.8136312112
1798	0.8136062615
1799	0.8135800513
1800	0.8134988159
1801	0.8134595894
1802	0.8134038424
1803	0.81335466
1804	0.8132847493
1805	0.8132225771
1806	0.8131641426
1807	0.8130672883
1808	0.8129911261
1809	0.8129804445
1810	0.812946597
1811	0.8128567835
1812	0.8127801994
1813	0.8127228148
1814	0.8126182194
1815	0.8125850222
1816	0.8125203176
1817	0.8124638123
1818	0.8123884988
1819	0.8123614664
1820	0.8123158423
1821	0.8122174131
1822	0.8121560229
1823	0.8120955706
1824	0.8120685107
1825	0.8120161915
1826	0.8119750634
1827	0.8119349109
1828	0.8118959678
1829	0.8118089232
1830	0.811712007
1831	0.8116612299
1832	0.8115769323
1833	0.8115303495
1834	0.8114786179
1835	0.8114329533
1836	0.8113872651
1837	0.8113696868
1838	0.8113199762
1839	0.8112497716
1840	0.8111609799
1841	0.8111030787
1842	0.8110437141
1843	0.8109787841
1844	0.810944425
1845	0.8108481292
1846	0.8107935474
1847	0.8107266007
1848	0.8106855249
1849	0.8106320557
1850	0.8105573703
1851	0.8104963776
1852	0.8104678372
1853	0.8104210934
1854	0.8103572638
1855	0.8102906039
1856	0.8102576682
1857	0.8102263299
1858	0.8101926203
1859	0.8100996925
1860	0.8100457228
1861	0.8099810577
1862	0.809929252
1863	0.8098333796
1864	0.8097695753
1865	0.8097382439
1866	0.8097237455
1867	0.8096912106
1868	0.8096580786
1869	0.8096249339
1870	0.8095548214
1871	0.8094630269
1872	0.8094089749
1873	0.8093860188
1874	0.8093109711
1875	0.8092887983
1876	0.809239621
1877	0.8092092768
1878	0.809104012
1879	0.8090335656
1880	0.8089780312
1881	0.8089269255
1882	0.808879898
1883	0.8088348347
1884	0.8087916539
1885	0.8086785836
1886	0.8086260238
1887	0.808562768
1888	0.8084999978
1889	0.8084284933
1890	0.8083704755
1891	0.8083031479
1892	0.8081619329
